"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Belgium (BE)","Actual Total Load [MW] - Belgium (BE)"
"16.06.2022 14:45 - 16.06.2022 15:00","10228","10409"
"16.06.2022 15:00 - 16.06.2022 15:15","10231","10420"
"16.06.2022 15:15 - 16.06.2022 15:30","10215","10355"
"16.06.2022 15:30 - 16.06.2022 15:45","10152","10206"
"16.06.2022 15:45 - 16.06.2022 16:00","10132","10200"
"16.06.2022 16:00 - 16.06.2022 16:15","10231","10156"
"16.06.2022 16:15 - 16.06.2022 16:30","10212","10150"
"16.06.2022 16:30 - 16.06.2022 16:45","10164","10188"
"16.06.2022 16:45 - 16.06.2022 17:00","10249","10259"
"16.06.2022 17:00 - 16.06.2022 17:15","10295","10276"
"16.06.2022 17:15 - 16.06.2022 17:30","10361","10278"
"16.06.2022 17:30 - 16.06.2022 17:45","10405","10347"
"16.06.2022 17:45 - 16.06.2022 18:00","10404","10308"
"16.06.2022 18:00 - 16.06.2022 18:15","10315","10374"
"16.06.2022 18:15 - 16.06.2022 18:30","10342","10258"
"16.06.2022 18:30 - 16.06.2022 18:45","10298","10268"
"16.06.2022 18:45 - 16.06.2022 19:00","10260","10225"
"16.06.2022 19:00 - 16.06.2022 19:15","10147","10234"
"16.06.2022 19:15 - 16.06.2022 19:30","10065","10067"
"16.06.2022 19:30 - 16.06.2022 19:45","9981","9987"
"16.06.2022 19:45 - 16.06.2022 20:00","9921","10009"
"16.06.2022 20:00 - 16.06.2022 20:15","9886","9896"
"16.06.2022 20:15 - 16.06.2022 20:30","9764","9929"
"16.06.2022 20:30 - 16.06.2022 20:45","9707","9888"
"16.06.2022 20:45 - 16.06.2022 21:00","9652","9794"
"16.06.2022 21:00 - 16.06.2022 21:15","9528","9730"
"16.06.2022 21:15 - 16.06.2022 21:30","9480","9656"
"16.06.2022 21:30 - 16.06.2022 21:45","9441","9625"
"16.06.2022 21:45 - 16.06.2022 22:00","9404","9494"
"16.06.2022 22:00 - 16.06.2022 22:15","9460","9610"
"16.06.2022 22:15 - 16.06.2022 22:30","9502","9667"
"16.06.2022 22:30 - 16.06.2022 22:45","9531","9775"
"16.06.2022 22:45 - 16.06.2022 23:00","9418","9559"
"16.06.2022 23:00 - 16.06.2022 23:15","9346","9522"
"16.06.2022 23:15 - 16.06.2022 23:30","9204","9381"
"16.06.2022 23:30 - 16.06.2022 23:45","9038","9320"
"16.06.2022 23:45 - 17.06.2022 00:00","8892","9094"
"17.06.2022 00:00 - 17.06.2022 00:15","8791","8989"
"17.06.2022 00:15 - 17.06.2022 00:30","8638","8800"
"17.06.2022 00:30 - 17.06.2022 00:45","8520","8586"
"17.06.2022 00:45 - 17.06.2022 01:00","8433","8482"
"17.06.2022 01:00 - 17.06.2022 01:15","8313","8465"
"17.06.2022 01:15 - 17.06.2022 01:30","8240","8446"
"17.06.2022 01:30 - 17.06.2022 01:45","8181","8324"
"17.06.2022 01:45 - 17.06.2022 02:00","8117","8262"
"17.06.2022 02:00 - 17.06.2022 02:15","8093","8224"
"17.06.2022 02:15 - 17.06.2022 02:30","7995","8221"
"17.06.2022 02:30 - 17.06.2022 02:45","7952","8119"
"17.06.2022 02:45 - 17.06.2022 03:00","7901","8079"
"17.06.2022 03:00 - 17.06.2022 03:15","7927","8098"
"17.06.2022 03:15 - 17.06.2022 03:30","7925","8000"
"17.06.2022 03:30 - 17.06.2022 03:45","7917","7990"
"17.06.2022 03:45 - 17.06.2022 04:00","7900","7955"
"17.06.2022 04:00 - 17.06.2022 04:15","7862","7851"
"17.06.2022 04:15 - 17.06.2022 04:30","7880","7730"
"17.06.2022 04:30 - 17.06.2022 04:45","7961","7762"
"17.06.2022 04:45 - 17.06.2022 05:00","8017","7885"
"17.06.2022 05:00 - 17.06.2022 05:15","8057","7951"
"17.06.2022 05:15 - 17.06.2022 05:30","8117","7889"
"17.06.2022 05:30 - 17.06.2022 05:45","8124","7897"
"17.06.2022 05:45 - 17.06.2022 06:00","8239","8001"
"17.06.2022 06:00 - 17.06.2022 06:15","8542","8274"
"17.06.2022 06:15 - 17.06.2022 06:30","8786","8431"
"17.06.2022 06:30 - 17.06.2022 06:45","8999","8635"
"17.06.2022 06:45 - 17.06.2022 07:00","9190","8936"
"17.06.2022 07:00 - 17.06.2022 07:15","9458","9289"
"17.06.2022 07:15 - 17.06.2022 07:30","9639","9397"
"17.06.2022 07:30 - 17.06.2022 07:45","9842","9654"
"17.06.2022 07:45 - 17.06.2022 08:00","9930","9672"
"17.06.2022 08:00 - 17.06.2022 08:15","10079","9779"
"17.06.2022 08:15 - 17.06.2022 08:30","10182","9907"
"17.06.2022 08:30 - 17.06.2022 08:45","10341","10162"
"17.06.2022 08:45 - 17.06.2022 09:00","10427","10228"
"17.06.2022 09:00 - 17.06.2022 09:15","10488","10448"
"17.06.2022 09:15 - 17.06.2022 09:30","10563","10454"
"17.06.2022 09:30 - 17.06.2022 09:45","10597","10579"
"17.06.2022 09:45 - 17.06.2022 10:00","10638","10657"
"17.06.2022 10:00 - 17.06.2022 10:15","10720","10639"
"17.06.2022 10:15 - 17.06.2022 10:30","10670","10528"
"17.06.2022 10:30 - 17.06.2022 10:45","10714","10605"
"17.06.2022 10:45 - 17.06.2022 11:00","10767","10709"
"17.06.2022 11:00 - 17.06.2022 11:15","10630","10682"
"17.06.2022 11:15 - 17.06.2022 11:30","10652","10778"
"17.06.2022 11:30 - 17.06.2022 11:45","10728","10861"
"17.06.2022 11:45 - 17.06.2022 12:00","10773","10798"
"17.06.2022 12:00 - 17.06.2022 12:15","10588","10686"
"17.06.2022 12:15 - 17.06.2022 12:30","10496","10567"
"17.06.2022 12:30 - 17.06.2022 12:45","10485","10503"
"17.06.2022 12:45 - 17.06.2022 13:00","10432","10523"
"17.06.2022 13:00 - 17.06.2022 13:15","10558","10562"
"17.06.2022 13:15 - 17.06.2022 13:30","10524","10621"
"17.06.2022 13:30 - 17.06.2022 13:45","10543","10621"
"17.06.2022 13:45 - 17.06.2022 14:00","10410","10508"
"17.06.2022 14:00 - 17.06.2022 14:15","10427","10409"
"17.06.2022 14:15 - 17.06.2022 14:30","10363","10429"
"17.06.2022 14:30 - 17.06.2022 14:45","10330","10381"
"17.06.2022 14:45 - 17.06.2022 15:00","10309","10278"
"17.06.2022 15:00 - 17.06.2022 15:15","10272","10352"
"17.06.2022 15:15 - 17.06.2022 15:30","10262","10218"
"17.06.2022 15:30 - 17.06.2022 15:45","10209","10154"
"17.06.2022 15:45 - 17.06.2022 16:00","10198","10165"
"17.06.2022 16:00 - 17.06.2022 16:15","10162","9994"
"17.06.2022 16:15 - 17.06.2022 16:30","10135","10087"
"17.06.2022 16:30 - 17.06.2022 16:45","10095","10084"
"17.06.2022 16:45 - 17.06.2022 17:00","10179","10150"
"17.06.2022 17:00 - 17.06.2022 17:15","10082","9998"
"17.06.2022 17:15 - 17.06.2022 17:30","10136","10062"
"17.06.2022 17:30 - 17.06.2022 17:45","10182","10152"
"17.06.2022 17:45 - 17.06.2022 18:00","10197","10190"
"17.06.2022 18:00 - 17.06.2022 18:15","10164","10083"
"17.06.2022 18:15 - 17.06.2022 18:30","10178","10058"
"17.06.2022 18:30 - 17.06.2022 18:45","10155","10095"
"17.06.2022 18:45 - 17.06.2022 19:00","10102","9924"
"17.06.2022 19:00 - 17.06.2022 19:15","10030","9933"
"17.06.2022 19:15 - 17.06.2022 19:30","9944","9902"
"17.06.2022 19:30 - 17.06.2022 19:45","9856","9920"
"17.06.2022 19:45 - 17.06.2022 20:00","9788","9796"
"17.06.2022 20:00 - 17.06.2022 20:15","9685","9722"
"17.06.2022 20:15 - 17.06.2022 20:30","9569","9648"
"17.06.2022 20:30 - 17.06.2022 20:45","9505","9651"
"17.06.2022 20:45 - 17.06.2022 21:00","9449","9661"
"17.06.2022 21:00 - 17.06.2022 21:15","9325","9566"
"17.06.2022 21:15 - 17.06.2022 21:30","9281","9625"
"17.06.2022 21:30 - 17.06.2022 21:45","9250","9514"
"17.06.2022 21:45 - 17.06.2022 22:00","9199","9299"
"17.06.2022 22:00 - 17.06.2022 22:15","9300","9235"
"17.06.2022 22:15 - 17.06.2022 22:30","9352","9387"
"17.06.2022 22:30 - 17.06.2022 22:45","9372","9508"
"17.06.2022 22:45 - 17.06.2022 23:00","9252","9544"
"17.06.2022 23:00 - 17.06.2022 23:15","9230","9357"
"17.06.2022 23:15 - 17.06.2022 23:30","9091","9196"
"17.06.2022 23:30 - 17.06.2022 23:45","8941","9114"
"17.06.2022 23:45 - 18.06.2022 00:00","8771","8971"
"18.06.2022 00:00 - 18.06.2022 00:15","8659","8706"
"18.06.2022 00:15 - 18.06.2022 00:30","8503","8516"
"18.06.2022 00:30 - 18.06.2022 00:45","8375","8459"
"18.06.2022 00:45 - 18.06.2022 01:00","8286","8379"
"18.06.2022 01:00 - 18.06.2022 01:15","8221","8307"
"18.06.2022 01:15 - 18.06.2022 01:30","8158","8157"
"18.06.2022 01:30 - 18.06.2022 01:45","8091","8005"
"18.06.2022 01:45 - 18.06.2022 02:00","8032","7810"
"18.06.2022 02:00 - 18.06.2022 02:15","7878","7767"
"18.06.2022 02:15 - 18.06.2022 02:30","7848","7746"
"18.06.2022 02:30 - 18.06.2022 02:45","7792","7759"
"18.06.2022 02:45 - 18.06.2022 03:00","7811","7683"
"18.06.2022 03:00 - 18.06.2022 03:15","7637","7508"
"18.06.2022 03:15 - 18.06.2022 03:30","7658","7466"
"18.06.2022 03:30 - 18.06.2022 03:45","7648","7630"
"18.06.2022 03:45 - 18.06.2022 04:00","7673","7628"
"18.06.2022 04:00 - 18.06.2022 04:15","7494","7640"
"18.06.2022 04:15 - 18.06.2022 04:30","7470","7653"
"18.06.2022 04:30 - 18.06.2022 04:45","7502","7561"
"18.06.2022 04:45 - 18.06.2022 05:00","7480","7494"
"18.06.2022 05:00 - 18.06.2022 05:15","7450","7543"
"18.06.2022 05:15 - 18.06.2022 05:30","7362","7494"
"18.06.2022 05:30 - 18.06.2022 05:45","7287","7487"
"18.06.2022 05:45 - 18.06.2022 06:00","7281","7541"
"18.06.2022 06:00 - 18.06.2022 06:15","7432","7701"
"18.06.2022 06:15 - 18.06.2022 06:30","7466","7609"
"18.06.2022 06:30 - 18.06.2022 06:45","7614","7678"
"18.06.2022 06:45 - 18.06.2022 07:00","7694","7940"
"18.06.2022 07:00 - 18.06.2022 07:15","7910","8010"
"18.06.2022 07:15 - 18.06.2022 07:30","7991","8166"
"18.06.2022 07:30 - 18.06.2022 07:45","8091","8262"
"18.06.2022 07:45 - 18.06.2022 08:00","8224","8404"
"18.06.2022 08:00 - 18.06.2022 08:15","8483","8541"
"18.06.2022 08:15 - 18.06.2022 08:30","8550","8672"
"18.06.2022 08:30 - 18.06.2022 08:45","8751","8903"
"18.06.2022 08:45 - 18.06.2022 09:00","8819","8955"
"18.06.2022 09:00 - 18.06.2022 09:15","8905","9357"
"18.06.2022 09:15 - 18.06.2022 09:30","9042","9263"
"18.06.2022 09:30 - 18.06.2022 09:45","9177","9374"
"18.06.2022 09:45 - 18.06.2022 10:00","9192","9468"
"18.06.2022 10:00 - 18.06.2022 10:15","9257","9595"
"18.06.2022 10:15 - 18.06.2022 10:30","9229","9521"
"18.06.2022 10:30 - 18.06.2022 10:45","9304","9649"
"18.06.2022 10:45 - 18.06.2022 11:00","9501","9524"
"18.06.2022 11:00 - 18.06.2022 11:15","9411","9662"
"18.06.2022 11:15 - 18.06.2022 11:30","9368","9589"
"18.06.2022 11:30 - 18.06.2022 11:45","9411","9768"
"18.06.2022 11:45 - 18.06.2022 12:00","9527","9699"
"18.06.2022 12:00 - 18.06.2022 12:15","9472","9649"
"18.06.2022 12:15 - 18.06.2022 12:30","9380","9563"
"18.06.2022 12:30 - 18.06.2022 12:45","9361","9543"
"18.06.2022 12:45 - 18.06.2022 13:00","9320","9546"
"18.06.2022 13:00 - 18.06.2022 13:15","9245","9455"
"18.06.2022 13:15 - 18.06.2022 13:30","9216","9411"
"18.06.2022 13:30 - 18.06.2022 13:45","9254","9360"
"18.06.2022 13:45 - 18.06.2022 14:00","9203","9467"
"18.06.2022 14:00 - 18.06.2022 14:15","9018","9195"
"18.06.2022 14:15 - 18.06.2022 14:30","8963","9290"
"18.06.2022 14:30 - 18.06.2022 14:45","8960","9198"
"18.06.2022 14:45 - 18.06.2022 15:00","8837","9223"
"18.06.2022 15:00 - 18.06.2022 15:15","9077","9257"
"18.06.2022 15:15 - 18.06.2022 15:30","8981","9276"
"18.06.2022 15:30 - 18.06.2022 15:45","8872","9103"
"18.06.2022 15:45 - 18.06.2022 16:00","8972","9232"
"18.06.2022 16:00 - 18.06.2022 16:15","9000","9083"
"18.06.2022 16:15 - 18.06.2022 16:30","8954","9122"
"18.06.2022 16:30 - 18.06.2022 16:45","8907","9129"
"18.06.2022 16:45 - 18.06.2022 17:00","8938","9176"
"18.06.2022 17:00 - 18.06.2022 17:15","8973","9128"
"18.06.2022 17:15 - 18.06.2022 17:30","9069","9245"
"18.06.2022 17:30 - 18.06.2022 17:45","9097","9321"
"18.06.2022 17:45 - 18.06.2022 18:00","9132","9296"
"18.06.2022 18:00 - 18.06.2022 18:15","9225","9312"
"18.06.2022 18:15 - 18.06.2022 18:30","9266","9429"
"18.06.2022 18:30 - 18.06.2022 18:45","9270","9426"
"18.06.2022 18:45 - 18.06.2022 19:00","9151","9217"
"18.06.2022 19:00 - 18.06.2022 19:15","9223","9223"
"18.06.2022 19:15 - 18.06.2022 19:30","9237","9090"
"18.06.2022 19:30 - 18.06.2022 19:45","9130","8951"
"18.06.2022 19:45 - 18.06.2022 20:00","8999","8881"
"18.06.2022 20:00 - 18.06.2022 20:15","8986","8889"
"18.06.2022 20:15 - 18.06.2022 20:30","9025","8810"
"18.06.2022 20:30 - 18.06.2022 20:45","8952","8783"
"18.06.2022 20:45 - 18.06.2022 21:00","8962","8798"
"18.06.2022 21:00 - 18.06.2022 21:15","8903","8842"
"18.06.2022 21:15 - 18.06.2022 21:30","8872","8836"
"18.06.2022 21:30 - 18.06.2022 21:45","8847","8797"
"18.06.2022 21:45 - 18.06.2022 22:00","8830","8721"
"18.06.2022 22:00 - 18.06.2022 22:15","8863","8720"
"18.06.2022 22:15 - 18.06.2022 22:30","8899","8915"
"18.06.2022 22:30 - 18.06.2022 22:45","8972","8987"
"18.06.2022 22:45 - 18.06.2022 23:00","8945","8896"
"18.06.2022 23:00 - 18.06.2022 23:15","8836","8636"
"18.06.2022 23:15 - 18.06.2022 23:30","8675","8618"
"18.06.2022 23:30 - 18.06.2022 23:45","8595","8510"
"18.06.2022 23:45 - 19.06.2022 00:00","8483","8381"
"19.06.2022 00:00 - 19.06.2022 00:15","8388","8253"
"19.06.2022 00:15 - 19.06.2022 00:30","8270","8074"
"19.06.2022 00:30 - 19.06.2022 00:45","8155","7991"
"19.06.2022 00:45 - 19.06.2022 01:00","8037","7989"
"19.06.2022 01:00 - 19.06.2022 01:15","8021","7877"
"19.06.2022 01:15 - 19.06.2022 01:30","7900","7641"
"19.06.2022 01:30 - 19.06.2022 01:45","7754","7640"
"19.06.2022 01:45 - 19.06.2022 02:00","7758","7546"
"19.06.2022 02:00 - 19.06.2022 02:15","7571","7375"
"19.06.2022 02:15 - 19.06.2022 02:30","7536","7353"
"19.06.2022 02:30 - 19.06.2022 02:45","7463","7286"
"19.06.2022 02:45 - 19.06.2022 03:00","7482","7182"
"19.06.2022 03:00 - 19.06.2022 03:15","7448","6925"
"19.06.2022 03:15 - 19.06.2022 03:30","7376","7029"
"19.06.2022 03:30 - 19.06.2022 03:45","7428","7343"
"19.06.2022 03:45 - 19.06.2022 04:00","7382","7241"
"19.06.2022 04:00 - 19.06.2022 04:15","7358","7209"
"19.06.2022 04:15 - 19.06.2022 04:30","7345","7199"
"19.06.2022 04:30 - 19.06.2022 04:45","7360","7072"
"19.06.2022 04:45 - 19.06.2022 05:00","7414","7028"
"19.06.2022 05:00 - 19.06.2022 05:15","7341","6972"
"19.06.2022 05:15 - 19.06.2022 05:30","7297","6895"
"19.06.2022 05:30 - 19.06.2022 05:45","7220","6720"
"19.06.2022 05:45 - 19.06.2022 06:00","7210","6977"
"19.06.2022 06:00 - 19.06.2022 06:15","7236","7103"
"19.06.2022 06:15 - 19.06.2022 06:30","7312","7279"
"19.06.2022 06:30 - 19.06.2022 06:45","7329","7371"
"19.06.2022 06:45 - 19.06.2022 07:00","7381","7501"
"19.06.2022 07:00 - 19.06.2022 07:15","7471","7683"
"19.06.2022 07:15 - 19.06.2022 07:30","7592","7551"
"19.06.2022 07:30 - 19.06.2022 07:45","7633","7437"
"19.06.2022 07:45 - 19.06.2022 08:00","7679","7526"
"19.06.2022 08:00 - 19.06.2022 08:15","7831","7565"
"19.06.2022 08:15 - 19.06.2022 08:30","7911","7629"
"19.06.2022 08:30 - 19.06.2022 08:45","8071","7529"
"19.06.2022 08:45 - 19.06.2022 09:00","8172","7666"
"19.06.2022 09:00 - 19.06.2022 09:15","8253","8118"
"19.06.2022 09:15 - 19.06.2022 09:30","8399","8328"
"19.06.2022 09:30 - 19.06.2022 09:45","8523","8376"
"19.06.2022 09:45 - 19.06.2022 10:00","8596","8291"
"19.06.2022 10:00 - 19.06.2022 10:15","8625","8409"
"19.06.2022 10:15 - 19.06.2022 10:30","8686","8541"
"19.06.2022 10:30 - 19.06.2022 10:45","8692","8556"
"19.06.2022 10:45 - 19.06.2022 11:00","8753","8577"
"19.06.2022 11:00 - 19.06.2022 11:15","8752","8681"
"19.06.2022 11:15 - 19.06.2022 11:30","8838","8839"
"19.06.2022 11:30 - 19.06.2022 11:45","8984","8852"
"19.06.2022 11:45 - 19.06.2022 12:00","9026","9269"
"19.06.2022 12:00 - 19.06.2022 12:15","8934","9018"
"19.06.2022 12:15 - 19.06.2022 12:30","8931","9148"
"19.06.2022 12:30 - 19.06.2022 12:45","8848","9033"
"19.06.2022 12:45 - 19.06.2022 13:00","8837","9043"
"19.06.2022 13:00 - 19.06.2022 13:15","8824","8899"
"19.06.2022 13:15 - 19.06.2022 13:30","8664","8753"
"19.06.2022 13:30 - 19.06.2022 13:45","8633","8685"
"19.06.2022 13:45 - 19.06.2022 14:00","8561","8580"
"19.06.2022 14:00 - 19.06.2022 14:15","8514","8466"
"19.06.2022 14:15 - 19.06.2022 14:30","8489","8211"
"19.06.2022 14:30 - 19.06.2022 14:45","8428","8142"
"19.06.2022 14:45 - 19.06.2022 15:00","8356","8481"
"19.06.2022 15:00 - 19.06.2022 15:15","8335","8302"
"19.06.2022 15:15 - 19.06.2022 15:30","8278","8324"
"19.06.2022 15:30 - 19.06.2022 15:45","8358","8174"
"19.06.2022 15:45 - 19.06.2022 16:00","8245","8169"
"19.06.2022 16:00 - 19.06.2022 16:15","8261","8111"
"19.06.2022 16:15 - 19.06.2022 16:30","8329","8692"
"19.06.2022 16:30 - 19.06.2022 16:45","8243","8218"
"19.06.2022 16:45 - 19.06.2022 17:00","8352","8052"
"19.06.2022 17:00 - 19.06.2022 17:15","8350","8136"
"19.06.2022 17:15 - 19.06.2022 17:30","8429","8182"
"19.06.2022 17:30 - 19.06.2022 17:45","8426","8182"
"19.06.2022 17:45 - 19.06.2022 18:00","8547","8260"
"19.06.2022 18:00 - 19.06.2022 18:15","8624","8519"
"19.06.2022 18:15 - 19.06.2022 18:30","8685","8519"
"19.06.2022 18:30 - 19.06.2022 18:45","8747","8688"
"19.06.2022 18:45 - 19.06.2022 19:00","8768","8722"
"19.06.2022 19:00 - 19.06.2022 19:15","8843","8663"
"19.06.2022 19:15 - 19.06.2022 19:30","8831","8828"
"19.06.2022 19:30 - 19.06.2022 19:45","8794","8741"
"19.06.2022 19:45 - 19.06.2022 20:00","8789","8668"
"19.06.2022 20:00 - 19.06.2022 20:15","8864","8574"
"19.06.2022 20:15 - 19.06.2022 20:30","8842","8510"
"19.06.2022 20:30 - 19.06.2022 20:45","8847","8413"
"19.06.2022 20:45 - 19.06.2022 21:00","8795","8217"
"19.06.2022 21:00 - 19.06.2022 21:15","8856","8248"
"19.06.2022 21:15 - 19.06.2022 21:30","8817","8260"
"19.06.2022 21:30 - 19.06.2022 21:45","8762","8291"
"19.06.2022 21:45 - 19.06.2022 22:00","8769","8313"
"19.06.2022 22:00 - 19.06.2022 22:15","8787","8211"
"19.06.2022 22:15 - 19.06.2022 22:30","8818","8316"
"19.06.2022 22:30 - 19.06.2022 22:45","8809","8335"
"19.06.2022 22:45 - 19.06.2022 23:00","8719","8245"
"19.06.2022 23:00 - 19.06.2022 23:15","8674","8227"
"19.06.2022 23:15 - 19.06.2022 23:30","8505","8222"
"19.06.2022 23:30 - 19.06.2022 23:45","8355","7979"
"19.06.2022 23:45 - 20.06.2022 00:00","8276","7942"
"20.06.2022 00:00 - 20.06.2022 00:15","8137","7770"
"20.06.2022 00:15 - 20.06.2022 00:30","7991","7714"
"20.06.2022 00:30 - 20.06.2022 00:45","7894","7626"
"20.06.2022 00:45 - 20.06.2022 01:00","7814","7466"
"20.06.2022 01:00 - 20.06.2022 01:15","7727","7268"
"20.06.2022 01:15 - 20.06.2022 01:30","7652","7224"
"20.06.2022 01:30 - 20.06.2022 01:45","7557","7266"
"20.06.2022 01:45 - 20.06.2022 02:00","7463","7450"
"20.06.2022 02:00 - 20.06.2022 02:15","7456","7251"
"20.06.2022 02:15 - 20.06.2022 02:30","7374","7260"
"20.06.2022 02:30 - 20.06.2022 02:45","7343","7263"
"20.06.2022 02:45 - 20.06.2022 03:00","7359","7314"
"20.06.2022 03:00 - 20.06.2022 03:15","7320","7186"
"20.06.2022 03:15 - 20.06.2022 03:30","7281","7164"
"20.06.2022 03:30 - 20.06.2022 03:45","7320","7151"
"20.06.2022 03:45 - 20.06.2022 04:00","7366","7050"
"20.06.2022 04:00 - 20.06.2022 04:15","7393","7072"
"20.06.2022 04:15 - 20.06.2022 04:30","7448","7058"
"20.06.2022 04:30 - 20.06.2022 04:45","7514","7052"
"20.06.2022 04:45 - 20.06.2022 05:00","7599","6981"
"20.06.2022 05:00 - 20.06.2022 05:15","7644","7051"
"20.06.2022 05:15 - 20.06.2022 05:30","7709","7098"
"20.06.2022 05:30 - 20.06.2022 05:45","7789","7199"
"20.06.2022 05:45 - 20.06.2022 06:00","7857","7325"
"20.06.2022 06:00 - 20.06.2022 06:15","8299","7691"
"20.06.2022 06:15 - 20.06.2022 06:30","8526","8017"
"20.06.2022 06:30 - 20.06.2022 06:45","8832","8211"
"20.06.2022 06:45 - 20.06.2022 07:00","9050","8373"
"20.06.2022 07:00 - 20.06.2022 07:15","9203","8675"
"20.06.2022 07:15 - 20.06.2022 07:30","9472","8953"
"20.06.2022 07:30 - 20.06.2022 07:45","9733","9102"
"20.06.2022 07:45 - 20.06.2022 08:00","9736","9278"
"20.06.2022 08:00 - 20.06.2022 08:15","9973","9511"
"20.06.2022 08:15 - 20.06.2022 08:30","10119","9601"
"20.06.2022 08:30 - 20.06.2022 08:45","10274","9693"
"20.06.2022 08:45 - 20.06.2022 09:00","10298","9753"
"20.06.2022 09:00 - 20.06.2022 09:15","10435","9752"
"20.06.2022 09:15 - 20.06.2022 09:30","10432","9957"
"20.06.2022 09:30 - 20.06.2022 09:45","10450","10066"
"20.06.2022 09:45 - 20.06.2022 10:00","10444","10069"
"20.06.2022 10:00 - 20.06.2022 10:15","10492","10054"
"20.06.2022 10:15 - 20.06.2022 10:30","10600","10024"
"20.06.2022 10:30 - 20.06.2022 10:45","10658","10051"
"20.06.2022 10:45 - 20.06.2022 11:00","10709","10052"
"20.06.2022 11:00 - 20.06.2022 11:15","10823","10056"
"20.06.2022 11:15 - 20.06.2022 11:30","10834","10056"
"20.06.2022 11:30 - 20.06.2022 11:45","10865","10045"
"20.06.2022 11:45 - 20.06.2022 12:00","10720","10147"
"20.06.2022 12:00 - 20.06.2022 12:15","10656","10004"
"20.06.2022 12:15 - 20.06.2022 12:30","10654","9949"
"20.06.2022 12:30 - 20.06.2022 12:45","10620","9907"
"20.06.2022 12:45 - 20.06.2022 13:00","10644","9891"
"20.06.2022 13:00 - 20.06.2022 13:15","10690","9994"
"20.06.2022 13:15 - 20.06.2022 13:30","10610","9934"
"20.06.2022 13:30 - 20.06.2022 13:45","10500","9932"
"20.06.2022 13:45 - 20.06.2022 14:00","10482","9829"
"20.06.2022 14:00 - 20.06.2022 14:15","10514","9779"
"20.06.2022 14:15 - 20.06.2022 14:30","10427","9692"
"20.06.2022 14:30 - 20.06.2022 14:45","10394","9585"
"20.06.2022 14:45 - 20.06.2022 15:00","10287","9624"
"20.06.2022 15:00 - 20.06.2022 15:15","10266","9543"
"20.06.2022 15:15 - 20.06.2022 15:30","10303","9391"
"20.06.2022 15:30 - 20.06.2022 15:45","10342","9287"
"20.06.2022 15:45 - 20.06.2022 16:00","10132","9171"
"20.06.2022 16:00 - 20.06.2022 16:15","10167","9143"
"20.06.2022 16:15 - 20.06.2022 16:30","10096","9177"
"20.06.2022 16:30 - 20.06.2022 16:45","10177","9145"
"20.06.2022 16:45 - 20.06.2022 17:00","10185","9161"
"20.06.2022 17:00 - 20.06.2022 17:15","10195","9172"
"20.06.2022 17:15 - 20.06.2022 17:30","10145","9220"
"20.06.2022 17:30 - 20.06.2022 17:45","10298","9249"
"20.06.2022 17:45 - 20.06.2022 18:00","10369","9431"
"20.06.2022 18:00 - 20.06.2022 18:15","10403","9401"
"20.06.2022 18:15 - 20.06.2022 18:30","10324","9446"
"20.06.2022 18:30 - 20.06.2022 18:45","10250","9469"
"20.06.2022 18:45 - 20.06.2022 19:00","10225","9421"
"20.06.2022 19:00 - 20.06.2022 19:15","10205","9370"
"20.06.2022 19:15 - 20.06.2022 19:30","10105","9273"
"20.06.2022 19:30 - 20.06.2022 19:45","9989","9101"
"20.06.2022 19:45 - 20.06.2022 20:00","9896","9124"
"20.06.2022 20:00 - 20.06.2022 20:15","9881","8999"
"20.06.2022 20:15 - 20.06.2022 20:30","9807","8990"
"20.06.2022 20:30 - 20.06.2022 20:45","9701","8771"
"20.06.2022 20:45 - 20.06.2022 21:00","9581","8813"
"20.06.2022 21:00 - 20.06.2022 21:15","9535","8774"
"20.06.2022 21:15 - 20.06.2022 21:30","9423","8754"
"20.06.2022 21:30 - 20.06.2022 21:45","9405","8748"
"20.06.2022 21:45 - 20.06.2022 22:00","9372","8576"
"20.06.2022 22:00 - 20.06.2022 22:15","9459","8701"
"20.06.2022 22:15 - 20.06.2022 22:30","9516","8842"
"20.06.2022 22:30 - 20.06.2022 22:45","9485","8807"
"20.06.2022 22:45 - 20.06.2022 23:00","9379","8653"
"20.06.2022 23:00 - 20.06.2022 23:15","9263","8677"
"20.06.2022 23:15 - 20.06.2022 23:30","9099","8514"
"20.06.2022 23:30 - 20.06.2022 23:45","8980","8265"
"20.06.2022 23:45 - 21.06.2022 00:00","8883","8127"
"21.06.2022 00:00 - 21.06.2022 00:15","8502","8032"
